congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
113,President,99911,99,0,USA,100,0,0,"OBAMA, Barack",O000167,1961,,-0.354,-0.203,-41.04464,0.882,327,11,,,
113,House,20300,41,1,AL,200,1,1,"BONNER, Jr., Josiah Robins (Jo)",B001244,1959,,0.367,0.513,-41.88718,0.888,354,17,,0.331,0.625
113,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.359,0.457,-134.86334,0.87407,1002,58,,0.451,0.659
113,House,21102,41,7,AL,100,0,1,"SEWELL, Terri",S001185,1965,,-0.392,0.402,-160.55675,0.85221,1004,79,,-0.406,0.478
113,House,21192,41,2,AL,200,0,1,"ROBY, Martha",R000591,1976,,0.362,0.658,-87.38206,0.91759,1016,33,,0.316,0.734
113,House,21193,41,5,AL,200,0,1,"BROOKS, Mo",B001274,1954,,0.654,-0.442,-208.22224,0.81387,1011,77,,0.576,-0.225
113,House,21376,41,1,AL,200,2,2,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-38.78313,0.91864,457,14,,0.571,0.368
113,House,29301,41,6,AL,200,0,1,"BACHUS, Spencer T., III",B000013,1947,,0.387,0.228,-134.43974,0.874,996,66,,0.332,0.318
113,House,29701,41,4,AL,200,0,1,"ADERHOLT, Robert",A000055,1965,,0.374,0.586,-89.17801,0.9094,939,39,,0.356,0.773
113,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.021,-222.35094,0.79093,948,87,,0.265,0.116
113,House,20304,61,8,AZ,200,0,1,"FRANKS, Trent",F000448,1957,,0.749,0.087,-103.99518,0.89863,973,39,,0.707,0.253
113,House,20305,61,3,AZ,100,0,1,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.255,-123.25187,0.87832,950,45,,-0.511,-0.378
113,House,20902,61,1,AZ,100,0,1,"KIRKPATRICK, Ann",K000368,1950,,-0.166,-0.005,-270.85558,0.74896,937,138,,-0.249,0.167
113,House,21103,61,4,AZ,200,0,1,"GOSAR, Paul",G000565,1958,,0.683,-0.425,-171.44294,0.82262,878,77,,0.63,-0.352
113,House,21105,61,6,AZ,200,0,1,"SCHWEIKERT, David",S001183,1962,,0.582,-0.31,-123.82015,0.88232,989,55,,0.657,-0.318
113,House,21199,61,2,AZ,100,0,1,"BARBER, Ron",B001279,1945,,-0.123,0.001,-330.80405,0.716,992,144,,-0.097,-0.043
113,House,21300,61,9,AZ,100,0,1,"SINEMA, Kyrsten",S001191,1976,,-0.103,0.068,-311.25617,0.73023,990,113,,-0.12,-0.093
113,House,29101,61,7,AZ,100,0,1,"PASTOR, Ed",P000099,1943,,-0.421,0.12,-153.07236,0.846,915,72,,-0.405,0.092
113,House,29500,61,5,AZ,200,0,1,"SALMON, Matthew James",S000018,1958,,0.673,-0.272,-156.01219,0.854,988,76,,0.71,-0.389
113,House,21106,42,1,AR,200,0,1,"CRAWFORD, Rick",C001087,1966,,0.425,0.493,-114.64698,0.88609,948,49,,0.332,0.448
113,House,21107,42,2,AR,200,0,1,"GRIFFIN, Tim",G000567,1968,,0.41,0.421,-129.51757,0.879,1002,73,,0.387,0.284
113,House,21108,42,3,AR,200,0,1,"WOMACK, Steve",W000809,1957,,0.354,0.574,-87.46614,0.9179,1021,37,,0.331,0.49
113,House,21301,42,4,AR,200,0,1,"COTTON, Tom",C001095,1977,,0.602,0.078,-142.09582,0.86888,1011,68,,0.642,0.202
113,House,14256,71,11,CA,100,0,1,"MILLER, George",M000725,1945,,-0.552,-0.398,-141.94614,0.86,941,66,,-0.507,-0.282
113,House,14280,71,33,CA,100,0,1,"WAXMAN, Henry Arnold",W000215,1939,,-0.473,-0.343,-106.7633,0.894,954,49,,-0.463,-0.174
113,House,15448,71,12,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-104.30675,0.89314,923,43,,-0.453,-0.08
113,House,15621,71,48,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-220.54778,0.79957,986,102,,0.669,-0.744
113,House,20103,71,17,CA,100,0,1,"HONDA, Mike",H001034,1941,,-0.529,-0.482,-109.97685,0.89,944,62,,-0.492,-0.43
113,House,20104,71,28,CA,100,0,1,"SCHIFF, Adam",S001150,1960,,-0.349,-0.128,-98.22412,0.90724,1009,30,,-0.389,-0.16
113,House,20107,71,49,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.502,-0.079,-114.13332,0.89315,1010,45,,0.463,0.016
113,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-115.00623,0.89146,1001,36,,-0.388,-0.007
113,House,20307,71,22,CA,200,0,1,"NUNES, Devin",N000181,1973,,0.45,0.219,-107.93003,0.89691,992,45,,0.357,0.393
113,House,20310,71,38,CA,100,0,1,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.136,-143.46253,0.86523,991,62,,-0.47,-0.122
113,House,20501,71,16,CA,100,0,1,"COSTA, Jim",C001059,1952,,-0.192,0.462,-396.69754,0.66573,975,203,,-0.176,0.393
113,House,20538,71,6,CA,100,0,1,"MATSUI, Doris",M001163,1944,,-0.434,-0.159,-120.32865,0.88663,1000,54,,-0.439,-0.205
113,House,20539,71,45,CA,200,0,1,"CAMPBELL, John (of California)",C001064,1955,,0.748,-0.415,-115.09929,0.819,577,41,,0.617,-0.155
113,House,20702,71,9,CA,100,0,1,"McNERNEY, Jerry",M001166,1951,,-0.262,-0.153,-200.09092,0.81947,1005,76,,-0.308,0.004
113,House,20703,71,23,CA,200,0,1,"MCCARTHY, Kevin",M001165,1965,,0.456,0.221,-105.35038,0.90187,1020,40,,0.4,0.36
113,House,20762,71,14,CA,100,0,1,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.38,-0.439,-103.18631,0.89809,960,41,,-0.42,-0.445
113,House,20903,71,4,CA,200,0,1,"McCLINTOCK, Tom",M001177,1956,,0.715,-0.471,-162.7311,0.85146,1012,87,,0.735,-0.517
113,House,20955,71,27,CA,100,0,1,"CHU, Judy",C001080,1953,,-0.488,-0.375,-99.81728,0.90307,979,50,,-0.53,-0.179
113,House,20958,71,3,CA,100,0,1,"GARAMENDI, John",G000559,1945,,-0.309,-0.092,-237.07147,0.78856,998,109,,-0.271,-0.132
113,House,20963,71,50,CA,200,0,1,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-128.72161,0.87452,960,57,,0.531,0.11
113,House,21109,71,10,CA,200,0,1,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-169.03896,0.84589,1010,76,,0.273,0.261
113,House,21110,71,37,CA,100,0,1,"BASS, Karen",B001270,1953,,-0.585,-0.108,-98.31785,0.89651,900,52,,-0.533,-0.164
113,House,21195,71,44,CA,100,0,1,"HAHN, Janice",H001063,1952,,-0.39,-0.376,-107.26435,0.9,1016,40,,-0.424,-0.344
113,House,21302,71,1,CA,200,0,1,"LaMALFA, Doug",L000578,1960,,0.533,0.082,-104.28409,0.90078,998,34,,0.57,0.188
113,House,21303,71,2,CA,100,0,1,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.551,-111.06188,0.89468,998,36,,-0.426,-0.432
113,House,21304,71,7,CA,100,0,1,"BERA, Ami",B001287,1965,,-0.234,0.016,-199.79193,0.82164,1017,89,,-0.202,-0.108
113,House,21305,71,8,CA,200,0,1,"COOK, Paul",C001094,1943,,0.372,0.208,-131.11415,0.87859,1013,59,,0.432,0.116
113,House,21306,71,15,CA,100,0,1,"SWALWELL, Eric",S001193,1980,,-0.368,-0.106,-167.08374,0.84836,1016,78,,-0.374,-0.048
113,House,21307,71,21,CA,200,0,1,"VALADAO, David G.",V000129,1977,,0.256,0.414,-171.40867,0.84461,1015,69,,0.247,0.308
113,House,21308,71,26,CA,100,0,1,"BROWNLEY, Julia",B001285,1952,,-0.286,0.051,-177.5666,0.83994,1018,86,,-0.271,0.012
113,House,21309,71,29,CA,100,0,1,"CÁRDENAS, Tony",C001097,1963,,-0.384,0.023,-169.98969,0.84,975,65,,-0.361,0.025
113,House,21310,71,35,CA,100,0,1,"NEGRETE McLEOD, Gloria",N000187,1941,,-0.437,0.035,-133.89662,0.855,856,65,,-0.429,0.009
113,House,21311,71,36,CA,100,0,1,"RUIZ, Raul",R000599,1972,,-0.244,0.06,-282.68376,0.75161,990,137,,-0.199,0.015
113,House,21312,71,41,CA,100,0,1,"TAKANO, Mark",T000472,1960,,-0.464,-0.254,-141.53306,0.8702,1018,51,,-0.461,-0.075
113,House,21313,71,47,CA,100,0,1,"LOWENTHAL, Alan",L000579,1941,,-0.451,-0.367,-89.37356,0.91523,1009,37,,-0.474,-0.304
113,House,21314,71,51,CA,100,0,1,"VARGAS, Juan",V000130,1961,,-0.4,0.094,-151.38668,0.85939,999,65,,-0.383,0.166
113,House,21315,71,52,CA,100,0,1,"PETERS, Scott",P000608,1958,,-0.181,-0.037,-300.7742,0.74289,1012,145,,-0.161,-0.159
113,House,29106,71,43,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.653,-0.072,-124.5965,0.8784,961,52,,-0.531,-0.068
113,House,29312,71,18,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.423,-105.43393,0.89984,999,36,,-0.379,-0.407
113,House,29313,71,20,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-129.45034,0.877,985,50,,-0.439,-0.137
113,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-126.13141,0.88,983,56,,0.297,0.616
113,House,29316,71,34,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-78.82904,0.92294,983,30,,-0.508,-0.318
113,House,29317,71,40,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.185,-92.36571,0.91169,999,36,,-0.48,-0.097
113,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-129.45921,0.8788,1002,51,,0.563,-0.173
113,House,29323,71,42,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.35,0.224,-89.5906,0.91512,1010,33,,0.296,0.471
113,House,29504,71,19,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.442,-179.56717,0.83682,1008,69,,-0.361,-0.374
113,House,29707,71,30,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.342,-0.146,-157.45961,0.85591,1012,58,,-0.322,-0.116
113,House,29709,71,46,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-205.52164,0.808,966,89,,-0.329,0.015
113,House,29774,71,24,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-124.611,0.884,1014,44,,-0.361,-0.285
113,House,29778,71,13,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.682,-0.585,-94.20381,0.91001,999,55,,-0.651,-0.444
113,House,29901,71,5,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.395,0.067,-167.83561,0.84662,1008,90,,-0.392,-0.197
113,House,29903,71,32,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.248,-103.97442,0.89944,981,50,,-0.477,-0.288
113,House,29905,71,31,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-81.82418,0.886,674,35,,0.335,0.181
113,House,20704,62,5,CO,200,0,1,"LAMBORN, Doug",L000564,1954,,0.677,0.198,-121.94035,0.8868,1015,42,,0.622,0.181
113,House,20705,62,7,CO,100,0,1,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.077,-227.48847,0.79037,967,93,,-0.282,0.067
113,House,20904,62,2,CO,100,0,1,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-276.30493,0.7413,923,97,,-0.247,-0.719
113,House,20906,62,6,CO,200,0,1,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-178.39351,0.83897,1016,89,,0.458,-0.299
113,House,21111,62,3,CO,200,0,1,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-166.62295,0.84553,993,83,,0.473,-0.045
113,House,21112,62,4,CO,200,0,1,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-164.2859,0.84836,999,82,,0.426,0.094
113,House,29710,62,1,CO,100,0,1,"DeGETTE, Diana",D000197,1957,,-0.431,-0.311,-85.79186,0.91468,962,29,,-0.4,-0.36
113,House,20706,1,2,CT,100,0,1,"COURTNEY, Joe",C001069,1953,,-0.344,0.015,-154.83778,0.85655,1000,74,,-0.342,-0.043
113,House,20907,1,4,CT,100,0,1,"HIMES, James A.",H001047,1966,,-0.243,-0.235,-185.43532,0.8312,1003,78,,-0.275,-0.239
113,House,21316,1,5,CT,100,0,1,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-142.99901,0.86762,1007,69,,-0.303,-0.146
113,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.117,-101.3303,0.90234,986,40,,-0.421,-0.191
113,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.397,-0.052,-131.70828,0.87694,1003,46,,-0.388,-0.057
113,House,21113,11,1,DE,100,0,1,"CARNEY, John C., Jr.",C001083,1956,,-0.256,-0.142,-158.61333,0.848,962,56,,-0.292,-0.135
113,House,13047,43,13,FL,200,1,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-63.00568,0.818,313,31,,0.351,0.114
113,House,15634,43,27,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-178.02085,0.82993,955,73,,0.245,0.132
113,House,20110,43,1,FL,200,0,1,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-130.6889,0.874,971,64,,0.574,0.166
113,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-105.48282,0.9,999,45,,0.282,0.418
113,House,20316,43,25,FL,200,0,1,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.124,-130.23875,0.87338,962,47,,0.231,0.26
113,House,20504,43,23,FL,100,0,1,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.42,0.068,-155.23282,0.85012,956,64,,-0.438,0.225
113,House,20708,43,14,FL,100,0,1,"CASTOR, Kathy",C001066,1966,,-0.438,0.045,-116.26045,0.88705,970,58,,-0.486,0.063
113,House,20709,43,16,FL,200,0,1,"BUCHANAN, Vernon G.",B001260,1951,,0.36,-0.126,-141.19484,0.86696,989,55,,0.423,-0.174
113,House,20758,43,12,FL,200,0,1,"BILIRAKIS, Gus",B001257,1963,,0.404,0.026,-130.57565,0.87805,1004,54,,0.471,-0.003
113,House,20908,43,9,FL,100,0,1,"GRAYSON, Alan",G000556,1958,,-0.363,-0.457,-182.32256,0.832,994,62,,-0.394,-0.358
113,House,20909,43,8,FL,200,0,1,"POSEY, Bill",P000599,1947,,0.524,-0.327,-241.28913,0.78861,1016,99,,0.549,-0.569
113,House,20910,43,17,FL,200,0,1,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-210.44561,0.81175,1009,90,,0.44,-0.042
113,House,20959,43,21,FL,100,0,1,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.092,-113.89688,0.89204,997,43,,-0.415,-0.091
113,House,21114,43,2,FL,200,0,1,"SOUTHERLAND, Steve",S001186,1965,,0.56,0.063,-117.2386,0.89,1009,53,,0.493,0.168
113,House,21115,43,11,FL,200,0,1,"NUGENT, Richard",N000185,1951,,0.483,0.077,-151.64545,0.86,1002,76,,0.467,0.081
113,House,21116,43,10,FL,200,0,1,"WEBSTER, Daniel A.",W000806,1949,,0.509,-0.047,-139.88501,0.86761,985,55,,0.419,-0.008
113,House,21117,43,15,FL,200,0,1,"ROSS, Dennis",R000593,1959,,0.531,0.099,-122.20626,0.88625,1012,43,,0.493,0.068
113,House,21118,43,24,FL,100,0,1,"WILSON, Frederica",W000808,1942,,-0.478,-0.015,-98.87296,0.90586,1000,31,,-0.454,-0.081
113,House,21317,43,3,FL,200,0,1,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-184.59009,0.83342,1013,89,,0.73,-0.308
113,House,21318,43,6,FL,200,0,1,"DeSANTIS, Ron",D000621,1978,,0.663,-0.105,-123.91163,0.8855,1019,68,,0.694,-0.134
113,House,21319,43,18,FL,100,0,1,"MURPHY, Patrick",M001191,1983,,-0.186,-0.026,-305.4494,0.739,1010,148,,-0.144,-0.057
113,House,21320,43,19,FL,200,1,1,"RADEL, Trey",R000596,1976,,0.702,-0.25,-95.41688,0.827,502,60,,0.698,-0.304
113,House,21321,43,22,FL,100,0,1,"FRANKEL, Lois",F000462,1948,,-0.399,-0.085,-116.82902,0.88953,998,53,,-0.421,-0.022
113,House,21322,43,26,FL,100,0,1,"GARCIA, Joe",G000573,1963,,-0.204,0.032,-245.92149,0.779,984,122,,-0.201,0.02
113,House,21377,43,19,FL,200,2,2,"CLAWSON, Curt",C001102,1959,,0.626,-0.509,-23.63826,0.872,172,12,,0.66,-0.26
113,House,21401,43,13,FL,200,2,2,"JOLLY, David W.",J000296,1972,,0.23,0.058,-68.48647,0.836,382,26,,0.232,0.126
113,House,29328,43,5,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-121.67387,0.883,974,45,,-0.429,0.228
113,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-138.16368,0.873,1020,54,,0.515,-0.027
113,House,29337,43,20,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.157,-147.95346,0.851,917,57,,-0.522,-0.059
113,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-100.59267,0.89347,893,53,,-0.549,-0.165
113,House,20319,44,11,GA,200,0,1,"GINGREY, Phil",G000550,1942,,0.561,0.272,-130.27149,0.87,932,50,,0.572,-0.004
113,House,20321,44,13,GA,100,0,1,"SCOTT, David",S001157,1945,,-0.302,0.163,-215.74618,0.80276,982,89,,-0.344,0.17
113,House,20505,44,6,GA,200,0,1,"PRICE, Tom",P000591,1954,,0.644,-0.073,-124.18757,0.88441,1011,62,,0.658,-0.037
113,House,20506,44,3,GA,200,0,1,"WESTMORELAND, Lynn A.",W000796,1950,,0.672,0.189,-154.39228,0.852,966,66,,0.658,-0.146
113,House,20507,44,12,GA,100,0,1,"BARROW, John",B001252,1955,,-0.119,0.46,-392.97464,0.68,1020,154,,-0.134,0.523
113,House,20712,44,4,GA,100,0,1,"JOHNSON, Hank",J000288,1954,,-0.468,0.014,-147.9141,0.85775,964,62,,-0.478,0.137
113,House,20753,44,10,GA,200,0,1,"BROUN, Paul C., Jr.",B001262,1946,,0.913,-0.408,-326.47545,0.721,998,135,,0.991,-0.136
113,House,20962,44,14,GA,200,0,1,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-133.77925,0.87583,1009,84,,0.753,-0.099
113,House,21122,44,7,GA,200,0,1,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-186.16508,0.83106,1006,93,,0.699,-0.383
113,House,21123,44,8,GA,200,0,1,"SCOTT, Austin",S001189,1969,,0.566,0.199,-106.06603,0.90031,1010,39,,0.549,0.367
113,House,21323,44,9,GA,200,0,1,"COLLINS, Doug",C001093,1966,,0.61,0.134,-126.2227,0.87869,976,66,,0.651,0.084
113,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-130.70729,0.864,897,49,,0.69,-0.059
