congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.359,0.457,-135.06596,0.88435,1099,60,,0.389,0.33
114,House,21102,41,7,AL,100,0,1,"SEWELL, Terri",S001185,1965,,-0.392,0.402,-178.79867,0.84505,1062,86,,-0.398,0.437
114,House,21192,41,2,AL,200,0,1,"ROBY, Martha",R000591,1976,,0.362,0.658,-91.86721,0.91953,1095,33,,0.398,0.707
114,House,21193,41,5,AL,200,0,1,"BROOKS, Mo",B001274,1954,,0.654,-0.442,-266.08881,0.7882,1118,101,,0.919,-0.395
114,House,21376,41,1,AL,200,0,1,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-119.59427,0.8968,1098,48,,0.518,0.253
114,House,21500,41,6,AL,200,0,1,"PALMER, Gary James",P000609,1954,,0.703,-0.011,-110.89817,0.90573,1120,41,,0.782,-0.16
114,House,29701,41,4,AL,200,0,1,"ADERHOLT, Robert",A000055,1965,,0.374,0.586,-102.01169,0.91227,1111,44,,0.399,0.917
114,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.021,-171.35615,0.84929,1049,72,,0.291,0.205
114,House,20304,61,8,AZ,200,0,1,"FRANKS, Trent",F000448,1957,,0.749,0.087,-125.06434,0.89197,1094,45,,0.694,-0.044
114,House,20305,61,3,AZ,100,0,1,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.255,-91.62617,0.91651,1051,35,,-0.765,-0.442
114,House,20902,61,1,AZ,100,0,1,"KIRKPATRICK, Ann",K000368,1950,,-0.166,-0.005,-257.7103,0.77921,1033,119,,-0.25,0.173
114,House,21103,61,4,AZ,200,0,1,"GOSAR, Paul",G000565,1958,,0.683,-0.425,-153.85795,0.86756,1083,60,,0.762,-0.519
114,House,21105,61,6,AZ,200,0,1,"SCHWEIKERT, David",S001183,1962,,0.582,-0.31,-134.04184,0.88711,1119,55,,0.629,-0.393
114,House,21300,61,9,AZ,100,0,1,"SINEMA, Kyrsten",S001191,1976,,-0.103,0.068,-402.48144,0.69055,1087,180,,-0.11,0.135
114,House,21501,61,2,AZ,200,0,1,"McSALLY, Martha",M001197,1966,,0.345,0.027,-199.52463,0.83748,1125,95,,0.321,0.006
114,House,21502,61,7,AZ,100,0,1,"GALLEGO, Ruben",G000574,1979,,-0.451,-0.013,-79.61515,0.93079,1110,27,,-0.483,-0.013
114,House,29500,61,5,AZ,200,0,1,"SALMON, Matthew James",S000018,1958,,0.673,-0.272,-162.72287,0.862,1092,62,,0.637,-0.32
114,House,21106,42,1,AR,200,0,1,"CRAWFORD, Rick",C001087,1966,,0.425,0.493,-97.9433,0.91353,1083,36,,0.432,0.364
114,House,21108,42,3,AR,200,0,1,"WOMACK, Steve",W000809,1957,,0.354,0.574,-65.97849,0.94304,1125,20,,0.346,0.838
114,House,21503,42,2,AR,200,0,1,"HILL, French",H001072,1956,,0.447,0.236,-115.45872,0.90213,1121,50,,0.466,0.177
114,House,21563,42,4,AR,200,0,1,"WESTERMAN, Bruce Eugene",W000821,1967,,0.551,0.315,-78.78891,0.93219,1122,31,,0.526,0.423
114,House,15448,71,12,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-64.14722,0.94007,1038,23,,-0.499,-0.001
114,House,15621,71,48,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-166.27484,0.85995,1102,74,,0.612,-0.501
114,House,20103,71,17,CA,100,0,1,"HONDA, Mike",H001034,1941,,-0.529,-0.482,-57.09059,0.95,1113,27,,-0.528,-0.6
114,House,20104,71,28,CA,100,0,1,"SCHIFF, Adam",S001150,1960,,-0.349,-0.128,-83.96663,0.92758,1117,28,,-0.409,-0.052
114,House,20107,71,49,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.502,-0.079,-139.78971,0.87922,1086,61,,0.501,-0.115
114,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-96.16715,0.91758,1118,33,,-0.384,0.071
